datafile_as_of,ff,significant,serious,report_number,supplemental_number,report_received_date,report_type,operator_id,name,operator_street_address,operator_city_name,operator_state_abbreviation,operator_postal_code,local_datetime,time_zone,daylight_savings_ind,iyear,location_street_address,location_city_name,location_county_name,location_state_abbreviation,location_postal_code,location_latitude,location_longitude,total_cost,total_cost_current,injury_ind,injure,num_pub_evacuated,fatal,cause,cause_details,material_involved,material_details,narrative,unintentional_release,installation_year,decade,street,city,state,geoid,state_code,county_code,tract,geoid_clean,GEO_ID,NAME,P1_001N,GEO_ID_clean
2/28/22,NO,YES,YES,20100013,15189,3/31/10,SUPPLEMENTAL FINAL,13710,NORTHERN ILLINOIS GAS CO,"P.O. BOX 190, RT 59 & I-88 ",AURORA,IL,60507,1/12/10 20:53,,,2010,708 ELMA AVE,ELGIN,COOK,IL,60120,42.06137,-88.26303,361200,438928.04014398,YES,5,,0,MATERIAL FAILURE OF PIPE OR WELD,BODY OF PIPE,STEEL,,NATURAL GAS FROM CRACKED STEEL MAIN MIGRATED INTO RESIDENTIAL STRUCTURE RESULTING IN AN EXPLOSION,160.0,1959-01-01,1950-1959,708 ELMA AVE,ELGIN,IL,170318043131023,17,031,804313,17031804313,1400000US17031804313,"Census Tract 8043.13, Cook County, Illinois",6354,17031804313
2/28/22,YES,NO,NO,20100014,33345,4/2/10,SUPPLEMENTAL,17360,"RICHMOND, CITY OF",730 E BROAD STREET 6TH FLOOR,RICHMOND,VA,23219,2/5/10 11:58,,,2010,3601 ECHOWAY RD,RICHMOND,CHESTERFIELD,VA,23237,37.44182,-77.46601,2384,2882.62633601933,NO,0,0.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",OTHER,METER SET,"CALL CENTER RECEIVED A CALL AROUND 11:58 AM ON FEBRUARY 5TH 2010 FROM FIRE OR POLICE DEPARTMENT. OUR TECHNICIAN WAS IMMEDIATELY DISPATCHED AND ARRIVED AT THE SCENE ON 12:19 PM. UPON ARRIVAL, TECHNICIAN CLOSED THE CURB VALVE TO MAKE SAFE. THE FIRE DEPARTMENT DETERMINED THAT NATURAL GAS WAS NOT THE INITIATING SOURCE OF THE FIRE EVENT. THE GAS METER WAS MELTED DUE TO FIRE CAUSED BY UNKNOWN SOURCE.",6.0,1989-01-01,1980-1989,3601 ECHOWAY RD,RICHMOND,VA,510411008042005,51,041,100804,51041100804,1400000US51041100804,"Census Tract 1008.04, Chesterfield County, Virginia",5085,51041100804
2/28/22,NO,NO,NO,20100015,15287,4/5/10,SUPPLEMENTAL FINAL,11768,LOS ALAMOS COUNTY UTILITIES,1000 CENTRAL AVENUE SUITE 130 ,LOS ALAMOS,NM,87544,3/25/10 15:38,,,2010,4600 ESPERANZA,LOS ALAMOS,LOS ALAMOS,NM,87544,35.53268,-106.19313,3550,4023.11001487287,NO,0,50.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",STEEL,,"MR. PHILLIP VALDEZ, GAS, WATER, AND SEWER SUPERINTENDENT WAS NOTIFIED BY TELEPHONE AT 15:38 THAT THERE WAS A FIRE AT THE QUEMAZON SUBDIVISION MONTESSORI SCHOOL LOCATED AT 4600 ESPERANZA ST. IN LOS ALAMOS NEW MEXICO. AFTER ARRIVING ON THE SCENE AT 4600 ESPERANZA ST. MR. VALDEZ FOUND THAT A VEHICLE HAD LEFT THE ROADWAY, STRUCK A GAS METER AND BROKE OFF THE RISER, AND CONTINUED INTO THE SIDE OF THE BUILDING. THE BUILDING AND THE VEHICLE WERE ON FIRE. THE DRIVER OF THE VEHICLE AND ITS OTHER OCCUPANTS AND THE OCCUPANTS OF THE BUILDING WERE EVACUATED WITH NO INJURIES BEING REPORTED. THE LOS ALAMOS COUNTY FIRE DEPARTMENT RESPONDED TO THE FIRE AND AND PUT OUT THE BLAZING VEHICLE AND BUILDING BUT FLAMES CONTINUED TO COME FROM THE RISER WHICH HAD THE VEHICLE ATOP OF IT. THE FIRE DEPARTMENT CALLED IN A TOW TRUCK WHICH REMOVED THE VEHICLE FROM THE BUILDING AND FROM ATOP OF THE RISER, AT WHICH TIME THEY EXTINGUISHED THE FLAMES COMING FROM THE RISER. A LOS ALAMOS COUNTY GAS TECHNICIAN PLACED A CLIMAX PLUG INTO THE RISER AND SHUT OF THE FLOW OF GAS. THE AREA WAS BAR TESTED WITH A CGI TESTER AND A FLAME IONIZATION UNIT TO TEST FOR ANY POSSIBLE GAS LEAKAGE. NO LEAKS WERE DETECTED AND THE SERVICE LINE WAS THEN SQUEEZED OFF AND CAPPED TEN (10) FEET FROM THE RISER. GAS TECHNICIANS CHECKED THE AREA THE FOLLOWING DAY FOR LEAKS AND NONE WERE DETECTED.",15000.0,1999-01-01,1990-1999,4600 ESPERANZA,LOS ALAMOS,NM,350280002004037,35,028,000200,35028000200,1400000US35028000200,"Census Tract 2, Los Alamos County, New Mexico",5388,35028000200
2/28/22,YES,NO,NO,20100018,15018,4/13/10,ORIGINAL FINAL,4483,ENSTAR NATURAL GAS CO,3000 SPENARD ROAD ,ANCHORAGE,AK,99503,4/6/10 13:45,,,2010,16789 W. HELMS DR,BIG LAKE,MATANUSKA SUSITNA BOROUGH,AK,99652,61.534,-149.873,101010,122943.816634479,NO,0,,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",PLASTIC,,"THIS IS A ""FIRE FIRST"" INCIDENT.  A FIRE STARTED INSIDE THE SHOP/GARAGE.  THE 1/2"" CTS POLYETHYLENE SERVICE LINE MELTED INSIDE THE STEEL RISER RELEASING NATURAL GAS.  THE REGULATOR AND METER WERE BURNED IN THE FIRE.  THE STRUCTURE WAS A TOTAL LOSS.  NATURAL GAS IS NOT BELIEVED TO HAVE CAUSED OR CONTRIBUTED TO THE FIRE.",1.0,2009-01-01,2000-2009,16789 W. HELMS DR,BIG LAKE,AK,021700005012002,02,170,000501,02170000501,1400000US02170000501,"Census Tract 5.01, Matanuska-Susitna Borough, Alaska",2007,02170000501
2/28/22,NO,YES,NO,20100021,15024,5/7/10,ORIGINAL,15952,PUBLIC SERVICE ELECTRIC & GAS CO,80 PARK PLAZA M/C - T18 ,NEWARK,NJ,07102-4194,4/9/10 13:30,,,2010,64 RUTGERS PLACE,CLIFTON CITY,PASSAIC COUNTY,NJ,07013,40.87962,-74.1748,358840,431923.33030629,NO,0,3.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,STEEL,,"AT APPROXIMATELY 12:42 PM, PUBLIC SERVICE ELECTRIC AND GAS (PSE&G) RECEIVED A CALL FROM CASTLETON ENVIRONMENTAL OF A DAMAGED SERVICE AND GAS LEAK AT 64 RUTGERS PLACE, CLIFTON.  A PSE&G SERVICE TECHNICIAN WAS DISPATCHED, AND ARRIVED ON THE SCENE AT 1:07 PM, AND COMMENCES A LEAK INVESTIGATION. AT APPROXIMATELY 1:30 PM THE STRUCTURE AT 64 RUTGERS PLACE EXPLODED. THE SOURCE OF THE GAS LEAK WAS DETERMINED TO BE A SEPARATION OF THE SERVICE LINE AT THE HEAD OF THE SERVICE JUST INSIDE THE FOUNDATION WALL.",530.0,1959-01-01,1950-1959,64 RUTGERS PLACE,CLIFTON CITY,NJ,340311242022000,34,031,124202,34031124202,1400000US34031124202,"Census Tract 1242.02, Passaic County, New Jersey",4334,34031124202
2/28/22,NO,NO,NO,20100023,15026,5/10/10,ORIGINAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,"PG&E - GAS OPERATIONS, REGULATORY COMPLIANCE 6111 BOLLINGER CANYON RD., ",SAN RAMON,CA,94583,2/7/10 16:27,,,2010,3944 17TH AVENUE,SACRAMENTO,SACRAMENTO,CA,94203,38.5373,-121.4608,3000,3651.63167740594,NO,0,0.0,0,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,OTHER,ALUMINUM METER,"A HOUSE EXPLOSION AND FIRE OCCURRED AT APPROXIMATELY 0208 HOURS ON 2/7/10.  THE FIRE DEPARTMENT CALLED AT PG&E AT 0213 HOURS.  PG&E PERSONNEL ARRIVED AT 0245 HOURS.  THE FIRE DEPARTMENT HAD SHUT OFF THE SERVICE VALVE AND REMOVED THE METER BEFORE PG&E ARRIVED. THE HOUSE WAS UNOCCUPIED AT THE TIME OF THE EXPLOSION. THE GAS SERVICE ACCOUNT WAS ACTIVE AND THE GAS SERVICE WAS ON (CONTRARY TO INITIAL REPORT). THE CAUSE OF THE EXPLOSION IS UNDETERMINED AT THE TIME OF THIS REPORT, BUT THE FIRE DEPARTMENT HAS INDICATED THE CAUSE APPEARS TO BE ARSON. AFTER THE EXPLOSION, PG&E PERFORMED A LEAK SURVEY OF THE SERVICE, THE SERVICES ON BOTH SIDES OF THIS ADDRESS, AND THE GAS MAIN IN THE FRONT OF ALL THREE OF THESE ADDRESSES. NO INDICATION OF GAS WAS FOUND. PG&E ALSO PERFORMED BAR HOLE TESTS OVER THE SERVICE AT 3944 17TH AVENUE AND FOUND NO INDICATION OF GAS.  THE GAS SERVICE WAS CUT OFF AT THE MAIN, AND WILL BE RE-CONNECTED WHEN THE CUSTOMER IS READY FOR SERVICE.",10.0,,,3944 17TH AVENUE,SACRAMENTO,CA,060670044023001,06,067,004402,06067004402,1400000US06067004402,"Census Tract 44.02, Sacramento County, California",4343,06067004402
2/28/22,NO,NO,NO,20100024,15028,5/12/10,ORIGINAL FINAL,4060,DOMINION EAST OHIO,1201 EAST 55TH STREET ,CLEVELAND,OH,44103,1/25/10 14:30,,,2010,2022 WEST 83RD STREET,CLEVELAND,CUYAHOGA,OH,44102-3803,41.4765,-81.7421,10050,12199.8564004146,NO,0,3.0,0,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,STEEL,,"ON MONDAY, JANUARY 25, 2010 AT APPROXIMATELY 2:30PM A SINGLE-FAMILY HOME AT 2022 WEST 63RD STREET, CLEVELAND, OH (CUYAHOGA COUNTY) WAS INVOLVED IN AN EXPLOSION/FIRE. THE GAS SERVICE LINE WAS SHUT-OFF AT APPROXIMATELY 4:30PM. A LEAK SURVEY OF THE MAIN LINES AND SERVICE LINES ON W. 83RD BETWEEN MADISON AND LORAIN REVEALED NO INDICATIONS OF GAS NEAR THE STRUCTURE. A SERVICE LEAK AT 2131 WEST 83RD STREET WAS DETECTED DURING THE LEAK SURVEY. THIS SERVICE LINE WAS REPLACED UPON DISCOVERY.     ON TUESDAY, JANUARY 26TH, 2010 THE SERVICE LINE AT 2022 W. 83RD WAS AIR TESTED AT OPERATING PRESSURE WITH NO PRESSURE LOSS. AN ODOR TEST WAS CONDUCTED AT 2028 WAST 83RD STREET. THE RESULTS OF THIS ODOR TEST REVEALED ODOR LEVELS WELL WITHIN DOT COMPLIANCE LEVELS. OUR INVESTIGATION REVEALED AN ODOR COMPLAINT AT THIS RESIDENCE ON JANUARY 18TH. DOMINION PERSONNEL RESPONDED TO THE CALL AND MET WITH THE CLEVELAND FIRE DEPARTMENT. DOMINION FOUND THE METER DISCONNECTED AND THE METER SHUT-OFF VALVE IN THE HALF OPEN POSITION. THE SHUT-OFF VALVE WAS CLOSED BY THE DOMINION TECHNICIAN AND SECURED WITH A LOCKING DEVICE. THE TECHNICIAN PLACED A 3/4 INCH PLUG IN THE OPEN END OF THE VALVE. THE TECHNICIAN ALSO ATTEMPTED TO CLOSE THE CURB-SLOP VALVE, BUT COULD NOT. THE SERVICE LINE WAS THEN BAR HOLE TESTED UTILIZING A COMBUSTIBLE GAS INDICATOR FROM THE STREET TO THE STRUCTURE.  AS A RESULT.  NO LEAKAGE WAS DISCOVERED. A SECOND ATTEMPT TO CTOSE THE CURB BOX  VALVE ON JANUARY 19TH ENDED WHEN BLOCKAGE WAS DISCOVERED IN THE VALVE BOX. THE VALVE BOX WAS IN THE PROCESS OF BEING SCHEDULED FOR EXCEVATLON AND SHUT OFF BY A CONSTRUCTION CREW AT THE TIME OF THE INCIDENT.  AN INVESTIGATION OF THE INCIDENT SITE DETERMINED THE CAUSE TO BE ARSON AS APPROXIMATELY 6 INCHES OF SERVICE LINE AND THE METER SHUT-OFF VALVE (WITH LOCKING DEVICE STILL INTACT), DETACHED FROM THE SERVICE LINE, WERE RECOVERED INSIDE THE STRUCTURE.",6156.0,,,2022 WEST 83RD STREET,CLEVELAND,OH,390351017002007,39,035,101700,39035101700,1400000US39035101700,"Census Tract 1017, Cuyahoga County, Ohio",2534,39035101700
2/28/22,NO,YES,NO,20100025,15305,5/12/10,SUPPLEMENTAL FINAL,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",800 LASALLE AVENUE,MINNEAPOLIS,MN,55402,4/13/10 4:45,,,2010,7433 GIRARD AVE NO.,BROOKLYN PARK,HENNEPIN,MN,55444,45.09051,-93.299,173050,210638.287258366,NO,0,0.0,0,NATURAL FORCE DAMAGE,LIGHTNING,OTHER,"COPPER RISER, AMERICAN 175 METER",LIGHTENING STRUCK A TREE AND THE METER SET RESULTING IN A FIRE.,0.0,1982-01-01,1980-1989,7433 GIRARD AVE NO.,BROOKLYN PARK,MN,270530268152017,27,053,026815,27053026815,1400000US27053026815,"Census Tract 268.15, Hennepin County, Minnesota",5648,27053026815
2/28/22,YES,NO,NO,20100026,15199,5/12/10,SUPPLEMENTAL FINAL,11824,LOUISVILLE GAS & ELECTRIC CO,"220 W MAIN ST, PO BOX 32010 ",LOUISVILLE,KY,40202,4/12/10 16:20,,,2010,10220 SADDLE POINTE DRIVE,LOUISVILLE,JEFFERSON,KY,40291,38.0964,-85.58459,295,296.168649043892,NO,0,,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",OTHER,ALUMINUM METER,,16.95,1998-01-01,1990-1999,10220 SADDLE POINTE DRIVE,LOUISVILLE,KY,211110117091000,21,111,011709,21111011709,1400000US21111011709,"Census Tract 117.09, Jefferson County, Kentucky",6475,21111011709
2/28/22,YES,NO,NO,20100028,16690,5/27/10,SUPPLEMENTAL FINAL,18408,SOUTH CAROLINA ELECTRIC & GAS CO,220 OPERATION WAY MAIL CODE J48,CAYCE,SC,29033,5/11/10 12:05,,,2010,101 SPRING STREET,CHARLESTON,CHARLESTON,SC,29403-5993,32.7908,-79.9461,54066,65789.8402588728,NO,0,0.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",PLASTIC,,"ON MAY 11, 2010, AT APPROXIMATELY 12:05PM SCE&G RECEIVED NOTIFICATION THAT THE GAS SERVICE LINE FOR 101 SPRING STREET WAS DAMAGED AND ON FIRE.  THE ORDER WAS DISPATCHED TO OUR SERVICEMAN AT 12:12PM AND HE ARRIVED AT 12:17PM. THE SERVICEMAN DISCOVERED THE GAS SERVICE LINE FOR THE HOME AT THIS PROPERTY WAS DAMAGED BY AN EAST COAST PLUMBING WORKER WHILE SWEATING ON COPPER WATER LINE FITTINGS NEAR THE GAS SERVICE LINE USING A PROPANE TORCH.    THE PLASTIC SERVICE LINE WAS DAMAGED BY HEAT FROM THE PROPANE TORCH BEING USED BY THE PLUMBER.  ALSO, THE ESCAPING GAS WAS SUBSEQUENTLY IGNITED BY AN UNDETERMINED SOURCE.   THE WORKER WAS NOT INJURED AND NOT TREATED BY EMERGENCY PERSONNEL. THE FIRE DEPARTMENT ARRIVED AND CONTROLLED THE FIRE WITH WATER HOSES WHILE SCE&G EXCAVATED THE SERVICE TAPPING TEE.  THE LEAK WAS SECURED BY RUNNING THE TAPPING TEE DOWN AT 1:56PM.  BECAUSE DAMAGE TO THE STRUCTURE WILL LIKELY EXCEED $50,000, CEDRIC GREEN (SCE&G) NOTIFIED VERNON GAINEY OF SOUTH CAROLINA OFFICE OF REGULATORY STAFF AT 3:15PM AND THE DEPARTMENT OF TRANSPORTATION NATIONAL RESPONSE CENTER AT 3:30PM.    EAST COAST PLUMBING COMPANY DID NOT HAVE A VALID LOCATE TICKET FOR THE WORK THEY WERE PERFORMING.  IN ADDITION, THE SERVICE LINE FOR 101 SPRING STREET WAS LEAK SURVEYED ON MARCH 31, 2010; THE LEAK SURVEY TECHNICIAN DID NOT FIND A LEAK.  SCE&G HAS NO RECORD OF PERFORMING SERVICE RELATED WORK INSIDE THE HOME FROM 2006 TO PRESENT.  NOTE: THIS FORM (PART C; 3.A) WOULD NOT ACCEPT THE NOMINAL PIPE DIAMETER.  THE NOMINAL PIPE DIAMETER IS 0.5 INCHES.",4.52,1968-01-01,1960-1969,101 SPRING STREET,CHARLESTON,SC,450190010002004,45,019,001000,45019001000,1400000US45019001000,"Census Tract 10, Charleston County, South Carolina",2331,45019001000
2/28/22,NO,YES,YES,20100029,15034,5/28/10,ORIGINAL FINAL,15462,PECO ENERGY CO,"2301 MARKET STREET, S9-1 ",PHILADELPHIA,PA,19103,4/26/10 11:30,,,2010,7 WOODHILL ROAD,NEWTOWN SQUARE,DELAWARE,PA,19073,39.99159,-75.38002,4470,5361.46787398619,YES,1,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"AQUA AMERICA'S CONTRACT CREW, DANELLA, STRUCK A GAS SERVICE ON APRIL 26, 2010 WHEN INSTALLING A WATER SERVICE LINE. THE CREW DAMAGED THE GAS SERVICE WHEN IT DUG UP THE GROUND FOR INSTALLATION PURPOSES. AT 11:30AM, DANELLA'S CONTRACT FOREMAN LEADING THE CONTRACT CREW, DECIDED TO ATTEMPT TO STEM THE FLOW OF GAS.  THE FOREMAN, WHO LACKED THE REQUISITE TRAINING TO PERFORM SUCH A TASK, DID SO WITHOUT PECO'S KNOWLEDGE OR AUTHORIZATION AND WITHOUT THE PROPER EQUIPMENT.  ACCORDING TO THE DANELLA CREW, THE CONTRACT FOREMAN BECAME EXPOSED TO GAS AND TEMPORARILY LOST CONSCIOUSNESS.  HE REGAINED CONSCIOUSNESS AND WAS TAKEN TO THE HOSPITAL AS A PRECAUTION. AT 12:15 AM, A PECO CREW ARRIVED TO REPAIR THE DAMAGED FACILITY AND THE CONTRACT FOREMAN HAD ALREADY LEFT THE SITE. ALTHOUGH THE CONTRACT FOREMAN STAYED OVERNIGHT IN THE HOSPITAL FOR MONITORING, PECO WAS NOT NOTIFIED OF THE HOSPITALIZATION UNTIL THE NEXT DAY, APRIL 27, 2010.  PECO NOTIFIED THE PENNSYLVANIA PUBLIC UTILITY COMMISSION, GAS SAFETY DIVISION, OF THE HOSPITALIZATION WITHIN TWO HOURS AFTER IT BECAME AWARE OF THE HOSPITALIZATION.",27.41,1989-01-01,1980-1989,7 WOODHILL ROAD,NEWTOWN SQUARE,PA,420454099033001,42,045,409903,42045409903,1400000US42045409903,"Census Tract 4099.03, Delaware County, Pennsylvania",3981,42045409903
2/28/22,YES,NO,NO,20100030,15087,5/29/10,SUPPLEMENTAL FINAL,22182,WASHINGTON GAS LIGHT CO,"1100 H STREET, NW",WASHINGTON,DC,20080,4/29/10 17:43,,,2010,8738 OXWELL LANE,LAUREL,PRINCE GEORGE'S,MD,20708,39.06433,-76.85888,408205,496868.125319942,NO,0,2.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",OTHER,CAST ALUMINUM,"WASHINGTON GAS RESPONDED TO THE SCENE OF A HOUSE FIRE AT 8738 OXWELL LANE IN LAUREL, MD ON 4/29/10 AT THE REQUEST OF THE PRINCE GEORGE'S FIRE BOARD. UPON ARRIVAL, THE METER VALVE WAS FOUND TO HAVE BEEN TURNED OFF BY THE FIRE DEPARTMENT.  THE METER  BUILD-UP WAS CONSUMED BY THE FIRE. THE RISER WAS CAPPED OFF. A GAS MIGRATION SURVEY WAS CONDUCTED AROUND THE PERIMETER OF THE HOUSE AND OVER THE SERVICE LINE TO THE MAIN. NO INDICATIONS WERE FOUND.  ON 4/30/10, WASHINGTON GAS RETURNED TO THE SITE TO EXCAVATE THE SERVICE LINE IN THE YARD, CAP IT OFF, AND PERFORM A PRESSURE TEST ON IT. APPROXIMATELY 40 FEET OF SERVICE LINE WAS TESTED WITH NO LEAKS FOUND. THIS PORTION OF THE SERVICE LINE WAS ABANDONED IN PLACE AFTER THE PRESSURE TEST. WASHINGTON GAS BELIEVES THE FIRE STARTED ELSEWHERE IN THE HOUSE AND CONSEQUENTLY CONSUMED ITS FACILITIES.",1.0,2004-01-01,2000-2009,8738 OXWELL LANE,LAUREL,MD,240338002162018,24,033,800216,24033800216,1400000US24033800216,"Census Tract 8002.16, Prince George's County, Maryland",4392,24033800216
2/28/22,YES,NO,NO,20100032,15198,6/7/10,SUPPLEMENTAL FINAL,11824,LOUISVILLE GAS & ELECTRIC CO,"220 W MAIN ST, PO BOX 32010 ",LOUISVILLE,KY,40202,5/9/10 20:42,,,2010,6414 LIME RIDGE PLACE,LOUISVILLE,JEFFERSON,KY,40222,38.28953,-85.63128,311,371.268345734122,NO,0,0.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",OTHER,ALUMINUM METER,KPSC EXTERNAL/INVESTIGATION REPORT ATTACHED,2.36,1991-01-01,1990-1999,6414 LIME RIDGE PLACE,LOUISVILLE,KY,211110075021007,21,111,007502,21111007502,1400000US21111007502,"Census Tract 75.02, Jefferson County, Kentucky",5602,21111007502
2/28/22,NO,YES,YES,20100033,15041,6/10/10,ORIGINAL FINAL,13710,NORTHERN ILLINOIS GAS CO,"P.O. BOX 190, RT 59 & I-88 ",AURORA,IL,60507,5/11/10 14:38,,,2010,1516 S. 48TH CT.,CICERO,COOK,IL,60804,41.85975,-87.744903,3550,4287.98776603509,YES,1,,0,CORROSION FAILURE,EXTERNAL CORROSION,STEEL,,"RELEASE OF GAS FROM 1-1/2"" BARE STEEL SERVICE LINE MIGRATED TO CUSTOMER SEWER DRAIN PIPE IN BATHROOM, RESULTING IN IGNITION OF GAS .",1.0,,,1516 S. 48TH CT.,CICERO,IL,170318133021013,17,031,813302,17031813302,1400000US17031813302,"Census Tract 8133.02, Cook County, Illinois",3858,17031813302
2/28/22,NO,YES,NO,20100034,15091,6/11/10,SUPPLEMENTAL FINAL,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE ,ATLANTA,GA,30309,4/15/10 15:52,,,2010,168 SADDLE MOUNTAIN DR.,CALHOUN,GORDON,GA,30701-4662,34.49312,-84.91118,6069200,7387428.10606626,NO,0,,0,OTHER INCIDENT CAUSE,MISCELLANEOUS,UNKNOWN,,"ON APRIL 15, 2010 AGLC FIELD PERSONNEL WERE DISPATCHED TO THE SCENE OF AN APPARENT EXPLOSION AT A STRUCTURE IN A RESIDENTIAL NEIGHBORHOOD.  UPON ARRIVAL, IT WAS DETERMINED THAT THERE HAD BEEN AN EXPLOSION, THE RESIDENCE INVOLVED WAS SEVERELY DAMAGED, AND SEVERAL RESIDENCES IN THE VICINITY ALSO SUSTAINED DAMAGE DUE TO THE EVENT.    ON AUGUST 24, 2010 THE GEORGIA INSURANCE COMMISSIONER DETERMINED THAT THE RELEASE OCCURRED INSIDE OF A RESIDENCE, AND THAT IT WAS INTENTIONAL AND AN ACT OF ARSON.",23.0,1994-01-01,1990-1999,168 SADDLE MOUNTAIN DR.,CALHOUN,GA,131299708012016,13,129,970801,13129970801,1400000US13129970801,"Census Tract 9708.01, Gordon County, Georgia",4037,13129970801
2/28/22,NO,YES,NO,20100035,15174,6/11/10,SUPPLEMENTAL FINAL,15931,PUBLIC SERVICE CO OF COLORADO,1800 LARIMER STREET ,DENVER,CO,80202,2/16/10 15:05,,,2010,724 KING STREET,DENVER,DENVER,CO,80204-3160,39.72825,-105.03351,201300,244991.375835044,NO,0,10.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),DUCTILE IRON,,CONTRACTOR FOR THE COMPANY WAS PERFORMING DIRECTIONAL BORING WORK ASSOCIATED WITH A SERVICE RENEWAL. THE EXISTING SERVICE WAS CONTACTED BY THE BORE HEAD CAUSING A MALLEABLE ELBOW TO BREAK. GAS MIGRATED INTO AN UNDERGROUND CELLAR RESULTING IN AN EXPLOSION AND FIRE.,10.0,1940-01-01,1940-1949,724 KING STREET,DENVER,CO,080310009054007,08,031,000905,08031000905,1400000US08031000905,"Census Tract 9.05, Denver County, Colorado",3269,08031000905
2/28/22,YES,NO,NO,20100036,15068,6/14/10,SUPPLEMENTAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,"PG&E - GAS OPERATIONS, REGULATORY COMPLIANCE 6111 BOLLINGER CANYON RD., ",SAN RAMON,CA,94583,5/17/10 3:00,,,2010,1459 CAPITOLA CIRCLE,STOCKTON,SAN JOAQUIN,CA,95206,37.92844,-121.30614,102000,124155.477031802,NO,0,1.0,0,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",OTHER,ALUMINUM,"A FIRE OCCURRED AT APPROXIMATELY 0300 HOURS ON 5/17/10 AT A HOME IN STOCKTON.  THE FIRE DEPARTMENT CALLED PG&E AT APPROXIMATELY 03:29 HOURS. THE PG&E GAS SERVICE REPRESENTATIVE (GSR) ARRIVED AT 0400 HOURS.  AT APPROXIMATELY 0500 HOURS, PG&E GAS CREWS SHUT OFF GAS FLOW TO THE HOUSE BY SQUEEZING THE LINE AT THE MAIN.  THE FIRE ORIGINATED NEAR THE FENCE ON THE PROPERTY AND APPEARS TO BE CAUSED BY A CIGARETTE.  THE FIRE RESULTED IN PROPERTY DAMAGES EXCEEDING $50,000 MAKING THIS A REPORTABLE INCIDENT.  THERE WERE NO INJURIES OR FATALITIES.  MAJOR MEDIA WAS NOT PRESENT.",10.0,,,1459 CAPITOLA CIRCLE,STOCKTON,CA,060770008032000,06,077,000803,06077000803,1400000US06077000803,"Census Tract 8.03, San Joaquin County, California",5242,06077000803
